,0,1
0,-14.129592507439455,79.90017823065858
1,-35.080480026554525,-42.39916818395748
2,-62.817968933762465,-43.25480700912476
3,-37.94006803286903,-45.039588336409466
4,110.11140721690036,-6.9742030525534275
5,92.63487594605644,-8.290803761709785
6,-40.94601542903355,40.4685433438352
7,7.245795327539805,7.448130946617491
8,-41.53140781247873,17.038887636234794
9,-37.94006803286903,-45.039588336409466
10,-17.298269746266534,58.806054145787236
11,-4.171340926221404,-1.6487396360462894
12,53.73186336488116,1.3593643385972807
13,-54.20119482418949,-52.49448597727805
14,20.995853144640403,-16.9197638310128
15,-14.145181331581206,-56.7769268881002
16,-25.78975739695268,-59.95285399539092
17,5.175058819204841,-5.064826719211248
18,-19.75770471927483,92.5363764220047
19,-43.947211141519496,22.35839781485959
20,77.14930940078004,-15.049321263281431
21,112.06628091651379,-11.605638708093675
22,-5.402536519155147,-3.3803095380140014
23,-14.129592507439462,79.90017823065857
24,-9.882054248909881,14.074914127339731
